Affy Probe Id,Gene,Ensembl gene ID,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,
202948_at,IL1R1,ENSG00000115594,2477,3.6205,-57.1468,0,0,
204584_at,L1CAM,ENSG00000198910,4111,46.3247,-5.05076,0,0,
221207_s_at,NBEA,ENSG00000172915,20570,51.9831,-7.12406,0,0,
205780_at,BIK,ENSG00000100290,5307,52.1232,-7.87729,0,0,
209380_s_at,ABCC5,ENSG00000114770,8873,57.7246,-7.64597,0,0,
211559_s_at,CCNG2,ENSG00000138764,10964,58.2658,-6.15987,0,0,
213711_at,KRT81,ENSG00000205426,13091,59.725,-8.47198,0,0,
210139_s_at,PMP22,ENSG00000109099,9623,79.0481,-6.62169,0,0,
207655_s_at,BLNK,ENSG00000095585,7176,88.843,-5.44148,0,0,
211597_s_at,HOPX,ENSG00000171476,11002,89.1334,-7.86311,0,0,
202708_s_at,HIST2H2BE,ENSG00000184678,2236,91.3499,-5.24048,0,0,
217892_s_at,LIMA1,ENSG00000050405,17257,94.6074,-5.50255,0,0,
217783_s_at,YPEL5,ENSG00000119801,17148,95.1102,-5.52203,0,0,
222209_s_at,TMEM135,ENSG00000166575,21569,106.9782,-5.94056,0,0,
201341_at,ENC1,ENSG00000171617,869,110.9828,-5.36471,0,0,
220407_s_at,TGFB2,ENSG00000092969,19771,120.4585,-4.43766,0,0,
202770_s_at,CCNG2,ENSG00000138764,2298,121.0161,-5.20862,0,0,
208978_at,CRIP2,ENSG00000182809,8472,124.571,-5.11665,0,0,
218627_at,DRAM1,ENSG00000136048,17992,127.2341,-5.37178,0,0,
200878_at,EPAS1,ENSG00000116016,406,128.6049,-6.66544,0,0,
215071_s_at,HIST1H2AC,ENSG00000180573,14445,133.5934,-4.77202,0,0,
218309_at,CAMK2N1,ENSG00000162545,17674,142.147,-5.07849,0,0,
216836_s_at,ERBB2,ENSG00000141736,16206,142.2378,-4.6696,0,0,
213413_at,STON1,ENSG00000243244,12794,155.0682,-3.57167,0,0,
203728_at,BAK1,ENSG00000030110,3255,155.2273,-3.70635,0,0,
203304_at,BAMBI,ENSG00000095739,2831,156.2512,-4.90346,0,0,
204567_s_at,ABCG1,ENSG00000160179,4094,157.0113,-5.39791,0,0,
201939_at,PLK2,ENSG00000145632,1467,158.5218,-4.57826,0,0,
202806_at,DBN1,ENSG00000113758,2334,159.7043,-3.87206,0,0,
202769_at,CCNG2,ENSG00000138764,2297,160.949,-4.43582,0,0,
213555_at,RWDD2A,ENSG00000013392,12936,162.3463,-4.40273,0,0,
210096_at,CYP4B1,ENSG00000142973,9580,165.9853,-4.24893,0,0,
222258_s_at,SH3BP4,ENSG00000130147,21617,167.8958,-4.53562,0,0,
202597_at,IRF6,ENSG00000117595,2125,168.9018,-3.72515,0,0,
212977_at,CXCR7,ENSG00000144476,12360,170.8068,-3.87635,0,0,
203407_at,PPL,ENSG00000118898,2934,174.3797,-4.21023,0,0,
219768_at,VTCN1,ENSG00000134258,19132,175.0028,-5.89177,0,0,
212364_at,MYO1B,ENSG00000128641,11749,177.0669,-4.56305,0,0,
209369_at,ANXA3,ENSG00000138772,8862,180.3269,-4.76739,0,0,
37117_at,ARHGAP8,ENSG00000241484,21868,180.7018,-4.57446,0,0,
212347_x_at,MXD4,ENSG00000123933,11732,189.6836,-4.454,0,0,
218532_s_at,FAM134B,ENSG00000154153,17897,189.7041,-4.45925,0,0,
218510_x_at,FAM134B,ENSG00000154153,17875,189.8622,-4.6612,0,0,
217025_s_at,DBN1,ENSG00000113758,16395,195.7876,-3.58233,0,0,
209566_at,INSIG2,ENSG00000125629,9056,198.908,-5.67335,0,0,
203722_at,ALDH4A1,ENSG00000159423,3249,201.9541,-4.18985,0,0,
218704_at,RNF43,ENSG00000108375,18068,202.2532,-3.71124,0,0,
218182_s_at,CLDN1,ENSG00000163347,17547,207.5954,-3.59128,0,0,
205980_s_at,ARHGAP8,ENSG00000241484,5507,209.8457,-4.46977,0,0,
210778_s_at,MXD4,ENSG00000123933,10238,211.5375,-3.7355,0,0,
212365_at,MYO1B,ENSG00000128641,11750,212.3042,-3.95424,0,0,
202986_at,ARNT2,ENSG00000172379,2515,214.461,-6.00099,0,0,
203184_at,FBN2,ENSG00000138829,2712,214.5803,-4.81021,0,0,
201842_s_at,EFEMP1,ENSG00000115380,1370,215.4243,-5.47402,0,0,
203413_at,NELL2,ENSG00000184613,2940,228.4039,-3.8683,0,0,
212724_at,RND3,ENSG00000115963,12109,234.4476,-4.29572,0,0,
205673_s_at,ASB9,ENSG00000102048,5200,235.0881,-3.86294,0,0,
209909_s_at,TGFB2,ENSG00000092969,9395,237.5264,-3.64091,0,0,
209102_s_at,HBP1,ENSG00000105856,8596,243.0306,-3.9291,0,0,
211518_s_at,BMP4,ENSG00000125378,10924,248.4605,-3.63436,0,0,
203038_at,PTPRK,ENSG00000152894,2567,248.8892,-4.01361,0,0,
214433_s_at,SELENBP1,ENSG00000143416,13812,251.7196,-4.59798,0,0,
204971_at,CSTA,ENSG00000121552,4498,253.0622,-5.94963,0,0,
204149_s_at,GSTM4,ENSG00000168765,3676,261.0633,-3.56499,0,0,
202241_at,TRIB1,ENSG00000173334,1769,262.1836,-3.7169,0,0,
207302_at,SGCG,ENSG00000102683,6826,264.4025,-3.59976,0,0,
209747_at,TGFB3,ENSG00000119699,9235,264.7066,-3.91063,0,0,
210829_s_at,SSBP2,ENSG00000145687,10289,266.3907,-4.54853,0,0,
209772_s_at,CD24P4,ENSG00000185275,9260,268.9665,-3.91388,0,0,
201041_s_at,DUSP1,ENSG00000120129,569,270.329,-4.36717,0,0,
207522_s_at,ATP2A3,ENSG00000074370,7043,274.0375,-3.78922,0,0,
212993_at,NACC2,ENSG00000148411,12376,278.7905,-3.4909,0,0,
214746_s_at,ZNF467,ENSG00000181444,14122,279.4129,-3.62203,0,0,
208792_s_at,CLU,ENSG00000120885,8287,280.1508,-4.19567,0,0,
209343_at,EFHD1,ENSG00000115468,8836,282.7517,-3.40298,0,0,
218421_at,CERK,ENSG00000100422,17786,284.1491,-3.73084,0,0,
205691_at,SYNGR3,ENSG00000127561,5218,284.7063,-3.909,0,0,
208180_s_at,HIST1H4H,ENSG00000158406,7686,292.9004,-3.96494,0,0,
209911_x_at,HIST1H2BD,ENSG00000158373,9397,297.2368,-3.65355,0,0,
221042_s_at,CLMN,ENSG00000165959,20406,308.3276,-4.8706,0,0,
204589_at,NUAK1,ENSG00000074590,4116,314.4696,-3.22076,0,0,
212841_s_at,PPFIBP2,ENSG00000166387,12226,318.2415,-4.30049,0,0,
209386_at,TM4SF1,ENSG00000169908,8879,321.1278,-4.48902,0,0,
208791_at,CLU,ENSG00000120885,8286,321.6241,-3.78738,0,0,
212543_at,AIM1,ENSG00000112297,11928,323.5656,-3.69917,0,0,
204004_at,nil,nil,nil,3531,324.057,-3.49671,0,0
201236_s_at,BTG2,ENSG00000159388,764,326.0443,-3.38628,0,0,
206385_s_at,ANK3,ENSG00000151150,5911,326.5245,-4.49151,0,0,
207847_s_at,MUC1,ENSG00000185499,7366,327.4502,-3.70867,0,0,
203739_at,ZNF217,ENSG00000171940,3266,327.6066,-3.65837,0,0,
202048_s_at,CBX6,ENSG00000183741,1576,330.5827,-3.34174,0,0,
204547_at,RAB40B,ENSG00000141542,4074,335.9519,-3.76174,0,0,
220613_s_at,SYTL2,ENSG00000137501,19977,340.0239,-3.29733,0,0,
219734_at,SIDT1,ENSG00000072858,19098,340.1848,-3.92801,0,0,
216920_s_at,TRGC1,ENSG00000211689,16290,342.818,-3.80501,0,0,
203256_at,CDH3,ENSG00000062038,2783,344.0851,-3.18678,0,0,
209813_x_at,TRGC1,ENSG00000211689,9299,345.564,-3.9611,0,0,
219622_at,RAB20,ENSG00000139832,18986,346.4984,-3.5502,0,0,
203911_at,RAP1GAP,ENSG00000076864,3438,355.6229,-3.89953,0,0,
202454_s_at,ERBB3,ENSG00000065361,1982,370.7792,-3.56673,0,0,
208682_s_at,SNORA11,ENSG00000221716,8177,378.5045,-3.78266,0,0,
218284_at,SMAD3,ENSG00000166949,17649,380.9178,-3.45767,0,0,
209018_s_at,PINK1,ENSG00000158828,8512,388.1866,-3.31843,0,0,
203394_s_at,HES1,ENSG00000114315,2921,389.38,-3.19674,0,0,
213693_s_at,MUC1,ENSG00000185499,13073,390.0699,-3.55932,0,0,
202047_s_at,CBX6,ENSG00000183741,1575,394.413,-3.33203,0,0,
211113_s_at,ABCG1,ENSG00000160179,10557,397.8938,-3.65355,0,0,
205258_at,INHBB,ENSG00000163083,4785,404.0704,-3.3042,0,0,
203787_at,SSBP2,ENSG00000145687,3314,405.3026,-4.48902,0,0,
202369_s_at,TRAM2,ENSG00000065308,1897,406.2374,-3.42214,0,0,
202023_at,EFNA1,ENSG00000169242,1551,406.9644,-4.07077,0,0,
213036_x_at,ATP2A3,ENSG00000074370,12419,410.549,-3.27842,0,0,
204967_at,SHROOM2,ENSG00000146950,4494,411.2285,-3.37526,0,0,
204653_at,TFAP2A,ENSG00000137203,4180,411.2775,-3.762,0,0,
218606_at,ZDHHC7,ENSG00000153786,17971,411.9241,-3.34568,0,0,
266_s_at,nil,nil,nil,21745,413.9267,-3.57688,0,0
212256_at,GALNT10,ENSG00000164574,11642,417.595,-4.03789,0,0,
209696_at,FBP1,ENSG00000165140,9184,418.8777,-3.82087,0,0,
217853_at,TNS3,ENSG00000136205,17218,418.9746,-3.43426,0,0,
203642_s_at,COBLL1,ENSG00000082438,3169,422.5844,-3.50424,0,0,
218280_x_at,HIST2H2AA4,ENSG00000203812,17645,423.7456,-3.23037,0,0,
201926_s_at,CD55,ENSG00000196352,1454,424.9034,-3.69994,0,0,
207414_s_at,PCSK6,ENSG00000140479,6936,431.2942,-2.88386,0,0,
211552_s_at,ALDH4A1,ENSG00000159423,10957,432.5336,-3.28342,0,0,
201549_x_at,KDM5B,ENSG00000117139,1077,432.602,-3.22366,0,0,
221788_at,PGM3,ENSG00000013375,21148,436.2043,-3.26097,0,0,
212658_at,LHFPL2,ENSG00000145685,12043,439.6517,-3.22567,0,0,
203414_at,MMD,ENSG00000108960,2941,439.8372,-3.60151,0,0,
215806_x_at,TRGC1,ENSG00000211689,15179,442.9553,-3.608,0,0,
218507_at,C7orf68,ENSG00000135245,17872,443.4156,-3.39544,0,0,
202350_s_at,MATN2,ENSG00000132561,1878,444.6241,-3.5125,0,0,
213629_x_at,MT1F,ENSG00000198417,13009,446.4503,-3.62882,0,0,
208083_s_at,ITGB6,ENSG00000115221,7592,446.5685,-4.30078,0,0,
217028_at,CXCR4,ENSG00000121966,16398,450.7399,-4.82256,0,0,
208651_x_at,nil,nil,nil,8148,456.1258,-3.36568,0,0
202525_at,PRSS8,ENSG00000052344,2053,457.0683,-3.31613,0,0,
202295_s_at,CTSH,ENSG00000103811,1823,457.0965,-3.13247,0,0,
202555_s_at,MYLK,ENSG00000065534,2083,458.3844,-3.1696,0,0,
218487_at,ALAD,ENSG00000148218,17852,458.5402,-3.2259,0,0,
201340_s_at,ENC1,ENSG00000171617,868,465.1534,-3.30466,0,0,
218273_s_at,PDP1,ENSG00000164951,17638,466.2447,-3.09706,0,0,
209034_at,PNRC1,ENSG00000146278,8528,467.1193,-3.0199,0,0,
203757_s_at,CEACAM6,ENSG00000086548,3284,470.8925,-3.97237,0,0,
212124_at,ZMIZ1,ENSG00000108175,11510,474.3065,-3.18766,0,0,
202973_x_at,FAM13A,ENSG00000138640,2502,475.3722,-3.02556,0,0,
201505_at,LAMB1,ENSG00000091136,1033,479.2549,-3.2134,0,0,
208650_s_at,CD24P4,ENSG00000185275,8147,481.9312,-3.56351,0,0,
208961_s_at,KLF6,ENSG00000067082,8456,482.6294,-3.07077,0,0,
202274_at,ACTG2,ENSG00000163017,1802,488.0678,-2.98121,0,0,
201548_s_at,KDM5B,ENSG00000117139,1076,489.7876,-2.99634,0,0,
213792_s_at,INSR,ENSG00000171105,13172,490.9311,-2.97028,0,0,
210312_s_at,IFT20,ENSG00000109083,9791,494.8493,-3.61251,0,0,
209114_at,TSPAN1,ENSG00000117472,8608,495.4249,-3.26413,0,0,
210319_x_at,MSX2,ENSG00000120149,9798,503.6798,-3.0199,0,0,
204378_at,BCAS1,ENSG00000064787,3905,506.8101,-3.56178,0,0,
201661_s_at,ACSL3,ENSG00000123983,1189,507.4718,-3.52128,0,0,
208873_s_at,REEP5,ENSG00000129625,8368,516.2887,-3.39403,0,0,
211202_s_at,KDM5B,ENSG00000117139,10643,523.2639,-3.12401,0,0,
213243_at,VPS13B,ENSG00000132549,12625,523.9176,-3.65482,0,0,
204067_at,SUOX,ENSG00000139531,3594,524.1464,-3.20073,0,0,
221577_x_at,GDF15,ENSG00000130513,20939,525.2367,-2.71565,0,0,
213455_at,FAM114A1,ENSG00000197712,12836,526.6658,-3.35218,0,0,
211352_s_at,NCOA3,ENSG00000124151,10768,530.103,-3.13508,0,0,
215125_s_at,UGT1A1,ENSG00000241635,14499,532.2938,-3.65229,0,0,
208817_at,COMT,ENSG00000093010,8312,533.9926,-3.37877,0,0,
202826_at,SPINT1,ENSG00000166145,2354,540.1493,-3.18811,0,0,
213627_at,MAGED2,ENSG00000102316,13007,541.2763,-3.48148,0,0,
204602_at,DKK1,ENSG00000107984,4129,543.0839,-3.72645,0,0,
212298_at,NRP1,ENSG00000099250,11684,544.3611,-3.06524,0,0,
211986_at,AHNAK,ENSG00000124942,11373,544.4994,-3.1488,0,0,
214290_s_at,HIST2H2AA4,ENSG00000203812,13669,545.1892,-3.20273,0,0,
203217_s_at,ST3GAL5,ENSG00000115525,2745,547.3683,-2.80267,0,0,
200911_s_at,TACC1,ENSG00000147526,439,549.4196,-3.50594,0,0,
211657_at,CEACAM6,ENSG00000086548,11061,549.7466,-3.66649,0,0,
210964_s_at,GYG2,ENSG00000056998,10411,551.6065,-3.20628,0,0,
213301_x_at,TRIM24,ENSG00000122779,12682,553.0028,-3.33734,0,0,
213931_at,ID2,ENSG00000115738,13310,553.1009,-3.05104,0,0,
208818_s_at,COMT,ENSG00000093010,8313,553.7116,-3.19585,0,0,
209590_at,BMP7,ENSG00000101144,9080,555.1649,-2.94201,0,0,
221024_s_at,SLC2A10,ENSG00000197496,20388,556.484,-3.74483,0,0,
218686_s_at,RHBDF1,ENSG00000007384,18050,559.8315,-3.25194,0,0,
209591_s_at,BMP7,ENSG00000101144,9081,561.5088,-2.79413,0,0,
211026_s_at,MGLL,ENSG00000074416,10472,561.869,-3.06524,0,0,
215189_at,KRT86,ENSG00000170442,14563,566.902,-2.98638,0,0,
204352_at,TRAF5,ENSG00000082512,3879,583.0811,-3.23956,0,0,
202149_at,NEDD9,ENSG00000111859,1677,583.1826,-3.21206,0,0,
217875_s_at,PMEPA1,ENSG00000124225,17240,585.6157,-3.20051,0,0,
200661_at,CTSA,ENSG00000064601,189,587.7123,-3.11795,0,0,
216379_x_at,nil,nil,nil,15750,588.0159,-3.11644,0,0
203355_s_at,PSD3,ENSG00000156011,2882,590.4204,-3.23104,0,0,
208370_s_at,RCAN1,ENSG00000159200,7871,591.7636,-3.91578,0,0,
201646_at,SCARB2,ENSG00000138760,1174,596.5697,-3.39121,0,0,
204391_x_at,TRIM24,ENSG00000122779,3918,598.6247,-3.0576,0,0,
209158_s_at,CYTH2,ENSG00000105443,8652,600.6398,-2.97729,0,0,
219090_at,SLC24A3,ENSG00000185052,18454,604.8708,-3.53841,0,0,
201565_s_at,ID2,ENSG00000115738,1093,608.8366,-3.62003,0,0,
221808_at,RAB9A,ENSG00000123595,21168,609.7037,-3.10975,0,0,
212359_s_at,KIAA0913,ENSG00000214655,11744,611.0489,-2.98804,0,0,
209529_at,PPAP2C,ENSG00000141934,9022,612.0271,-3.23889,0,0,
212233_at,MAP1B,ENSG00000131711,11619,618.9645,-2.57719,0,0,
200632_s_at,NDRG1,ENSG00000104419,160,628.7001,-3.27865,0,0,
204014_at,DUSP4,ENSG00000120875,3541,629.2492,-3.74639,0,0,
217165_x_at,MT1F,ENSG00000198417,16532,630.2456,-3.129,0,0,
206043_s_at,ATP2C2,ENSG00000064270,5569,630.8777,-3.13681,0,0,
200920_s_at,BTG1,ENSG00000133639,448,631.9825,-3.16916,0,0,
204015_s_at,DUSP4,ENSG00000120875,3542,632.1441,-3.4781,0,0,
201015_s_at,JUP,ENSG00000173801,543,636.5109,-2.91137,0,0,
207826_s_at,ID3,ENSG00000117318,7345,637.4455,-3.32142,0,0,
213668_s_at,SOX4,ENSG00000124766,13048,638.3214,-2.75566,0,0,
218205_s_at,MKNK2,ENSG00000099875,17570,640.4739,-3.26798,0,0,
203641_s_at,COBLL1,ENSG00000082438,3168,646.7569,-3.14313,0,0,
202087_s_at,CTSL1,ENSG00000135047,1615,648.1187,-3.15557,0,0,
201660_at,ACSL3,ENSG00000123983,1188,649.1649,-3.24653,0,0,
204326_x_at,MT1X,ENSG00000187193,3853,649.6858,-2.8695,0,0,
202887_s_at,DDIT4,ENSG00000168209,2415,654.1029,-2.86513,0,0,
212148_at,PBX1,ENSG00000185630,11534,655.2453,-3.31429,0,0,
203238_s_at,NOTCH3,ENSG00000074181,2766,656.0544,-2.95447,0,0,
209771_x_at,nil,nil,nil,9259,657.6115,-3.09835,0,0
213656_s_at,C14orf153,ENSG00000126214,13036,657.9349,-2.99966,0,0,
202003_s_at,ACAA2,ENSG00000167315,1531,668.7848,-3.22321,0,0,
204595_s_at,STC1,ENSG00000159167,4122,669.461,-2.94037,0,0,
209061_at,NCOA3,ENSG00000124151,8555,674.9904,-2.99281,0,0,
212445_s_at,NEDD4L,ENSG00000049759,11830,675.7673,-3.21251,0,0,
211651_s_at,LAMB1,ENSG00000091136,11055,675.8494,-2.81981,0,0,
207700_s_at,NCOA3,ENSG00000124151,7221,677.0845,-2.96884,0,0,
203221_at,TLE1,ENSG00000196781,2749,680.8426,-2.97832,0,0,
204952_at,LYPD3,ENSG00000124466,4479,681.4106,-3.37292,0,0,
209990_s_at,GABBR2,ENSG00000136928,9476,683.1062,-3.65127,0,0,
213308_at,SHANK2,ENSG00000162105,12689,684.5288,-3.15338,0,0,
59625_at,NOL3,ENSG00000140939,22136,684.8879,-3.13269,0,0,
201061_s_at,STOM,ENSG00000148175,589,685.4419,-2.81474,0,0,
212845_at,SAMD4A,ENSG00000020577,12230,687.4525,-2.84218,0,0,
207018_s_at,RAB27B,ENSG00000041353,6544,688.6075,-3.19408,0,0,
200921_s_at,BTG1,ENSG00000133639,449,689.9703,-3.37339,0,0,
31874_at,GAS2L1,ENSG00000185340,21755,694.2902,-3.2344,0,0,
218394_at,ROGDI,ENSG00000067836,17759,702.0128,-2.93549,0,0,
218546_at,C1orf115,ENSG00000162817,17911,706.1028,-2.93691,0,0,
212012_at,PXDN,ENSG00000130508,11398,706.137,-2.96021,0,0,
207126_x_at,UGT1A1,ENSG00000241635,6652,718.159,-2.9868,0,0,
203780_at,MPZL2,ENSG00000149573,3307,720.8535,-3.88254,0,0,
212775_at,OBSL1,ENSG00000124006,12160,722.5858,-3.36989,0,0,
205807_s_at,TUFT1,ENSG00000143367,5334,723.6055,-3.01864,0,0,
209281_s_at,ATP2B1,ENSG00000070961,8775,724.2658,-2.92472,0,0,
204532_x_at,UGT1A1,ENSG00000241635,4059,725.5539,-2.86295,0,0,
202391_at,BASP1,ENSG00000176788,1919,726.8234,-3.03543,0,0,
218191_s_at,LMBRD1,ENSG00000168216,17556,728.1184,-3.06269,0,0,
205110_s_at,FGF13,ENSG00000129682,4637,730.4738,-3.04913,0,0,
218231_at,NAGK,ENSG00000124357,17596,732.8332,-3.1145,0,0,
201662_s_at,ACSL3,ENSG00000123983,1190,736.1973,-3.11601,0,0,
212776_s_at,OBSL1,ENSG00000124006,12161,739.0492,-3.22321,0,0,
202449_s_at,RXRA,ENSG00000186350,1977,740.273,-3.03732,0,0,
203890_s_at,DAPK3,ENSG00000167657,3417,740.462,-2.7756,0,0,
209442_x_at,ANK3,ENSG00000151150,8935,740.4786,-2.94364,0,0,
219616_at,ACSS3,ENSG00000111058,18980,744.579,-2.77329,0,0,
212327_at,LIMCH1,ENSG00000064042,11712,751.2056,-3.28889,0,0,
211144_x_at,TRGC1,ENSG00000211689,10587,754.1534,-3.41645,0,0,
209210_s_at,FERMT2,ENSG00000073712,8704,754.1946,-3.13529,0,0,
203002_at,AMOTL2,ENSG00000114019,2531,755.3712,-2.91097,0,0,
209019_s_at,PINK1,ENSG00000158828,8513,755.4242,-2.85938,0,0,
209016_s_at,KRT7,ENSG00000135480,8510,755.9811,-3.06673,0,0,
204179_at,MB,ENSG00000198125,3706,756.1935,-3.13551,0,0,
217873_at,CAB39,ENSG00000135932,17238,757.4302,-2.98846,0,0,
209275_s_at,CLN3,ENSG00000188603,8769,758.033,-3.02765,0,0,
211959_at,IGFBP5,ENSG00000115461,11346,758.1757,-2.70045,0,0,
201464_x_at,JUN,ENSG00000177606,992,765.2078,-2.85918,0,0,
203725_at,GADD45A,ENSG00000116717,3252,765.3507,-2.74861,0,0,
200974_at,ACTA2,ENSG00000107796,502,765.3724,-2.79452,0,0,
220761_s_at,TAOK3,ENSG00000135090,20125,766.2114,-3.11493,0,0,
209250_at,DEGS1,ENSG00000143753,8744,767.6703,-3.59153,0,0,
210592_s_at,SAT1,ENSG00000130066,10057,772.7541,-3.03438,0,0,
210041_s_at,PGM3,ENSG00000013375,9526,779.473,-3.10911,0,0,
203222_s_at,TLE1,ENSG00000196781,2750,786.9227,-2.88186,0,0,
218628_at,CCDC53,ENSG00000120860,17993,789.0856,-3.17246,0,0,
203136_at,RABAC1,ENSG00000105404,2664,790.0335,-3.02074,0,0,
207877_s_at,NVL,ENSG00000143748,7396,791.6706,-3.20695,0,0,
209453_at,SLC9A1,ENSG00000090020,8946,796.7939,-2.74975,0,0,
218706_s_at,GRAMD3,ENSG00000155324,18070,810.058,-2.96699,0,0,
218032_at,SNN,ENSG00000184602,17397,810.702,-2.83943,0,0,
207069_s_at,SMAD6,ENSG00000137834,6595,812.4581,-2.91946,0,0,
209603_at,GATA3,ENSG00000107485,9093,812.4644,-3.17004,0,0,
219562_at,RAB26,ENSG00000167964,18926,814.3753,-3.21162,0,0,
201931_at,ETFA,ENSG00000140374,1459,816.4331,-3.04871,0,0,
74694_s_at,RABEP2,ENSG00000177548,22190,818.8555,-3.13051,0,0,
211075_s_at,CD47,ENSG00000196776,10519,825.1321,-2.53626,0,0,
209216_at,WDR45,ENSG00000196998,8710,825.2192,-2.7614,0,0,
207169_x_at,DDR1,ENSG00000204580,6695,826.0523,-2.89547,0,0,
218342_s_at,ERMP1,ENSG00000099219,17707,826.8514,-2.9005,0,0,
209868_s_at,RBMS1,ENSG00000153250,9354,831.0031,-3.0153,0,0,
213857_s_at,CD47,ENSG00000196776,13237,831.6301,-2.62297,0,0,
219520_s_at,WWC3,ENSG00000047644,18884,833.0982,-2.9302,0,0,
201566_x_at,nil,nil,nil,1094,837.8218,-3.10222,0,0
200621_at,CSRP1,ENSG00000159176,149,838.2184,-3.10738,0,0,
205066_s_at,ENPP1,ENSG00000197594,4593,838.5359,-2.98783,0,0,
208663_s_at,TTC3,ENSG00000182670,8160,841.3359,-3.23575,0,0,
212334_at,GNS,ENSG00000135677,11719,843.6327,-2.94303,0,0,
203509_at,SORL1,ENSG00000137642,3036,852.0781,-2.96144,0,0,
207802_at,CRISP3,ENSG00000096006,7323,853.3163,-2.99987,0,0,
203623_at,PLXNA3,ENSG00000130827,3150,853.5484,-2.57541,0,0,
201468_s_at,NQO1,ENSG00000181019,996,853.6753,-3.00466,0,0,
40093_at,BCAM,ENSG00000187244,21948,855.1973,-2.8564,0,0,
217388_s_at,KYNU,ENSG00000115919,16753,856.7315,-2.91299,0,0,
221567_at,NOL3,ENSG00000140939,20930,861.1048,-2.75949,0,0,
203306_s_at,C6orf165,ENSG00000213204,2833,861.2142,-3.14792,0,0,
211068_x_at,FAM21A,ENSG00000099290,10512,869.4784,-3.013,0,0,
209617_s_at,CTNND2,ENSG00000169862,9107,869.7897,-3.29026,0,0,
220488_s_at,BCAS3,ENSG00000141376,19852,874.7946,-2.96185,0,0,
212062_at,ATP9A,ENSG00000054793,11448,876.9513,-2.87109,0,0,
202630_at,APPBP2,ENSG00000062725,2158,877.3661,-3.21875,0,0,
212328_at,LIMCH1,ENSG00000064042,11713,879.6182,-3.13508,0,0,
221884_at,MECOM,ENSG00000085276,21244,880.6831,-2.74708,0,0,
202743_at,PIK3R3,ENSG00000117461,2271,882.5544,-2.95386,0,0,
202545_at,PRKCD,ENSG00000163932,2073,883.3496,-2.7781,0,0,
212345_s_at,CREB3L2,ENSG00000182158,11730,883.8777,-3.19519,0,0,
203215_s_at,MYO6,ENSG00000196586,2743,884.591,-3.13855,0,0,
209877_at,SNCG,ENSG00000173267,9363,896.4641,-2.841,0,0,
212989_at,SGMS1,ENSG00000198964,12372,898.1085,-3.11191,0,0,
212181_s_at,NUDT4,ENSG00000173598,11567,898.9173,-3.00486,0,0,
212013_at,PXDN,ENSG00000130508,11399,899.2506,-2.79278,0,0,
205052_at,AUH,ENSG00000148090,4579,900.1771,-2.86374,0,0,
214946_x_at,FAM21A,ENSG00000099290,14321,907.5472,-2.7982,0,0,
210749_x_at,DDR1,ENSG00000204580,10210,908.9355,-2.99032,0,0,
209060_x_at,NCOA3,ENSG00000124151,8554,914.8833,-2.78427,0,0,
209398_at,HIST1H1C,ENSG00000187837,8891,915.5259,-2.85185,0,0,
214455_at,HIST1H2BC,ENSG00000180596,13834,916.1905,-2.82177,0,0,
212370_x_at,FAM21A,ENSG00000099290,11755,917.3663,-2.85819,0,0,
217906_at,KLHDC2,ENSG00000165516,17271,920.4788,-2.98908,0,0,
214203_s_at,PRODH,ENSG00000100033,13582,922.0345,-2.66604,0,0,
210524_x_at,MT1F,ENSG00000198417,9993,922.2349,-2.81259,0,0,
208084_at,ITGB6,ENSG00000115221,7593,923.0416,-2.9467,0,0,
203395_s_at,HES1,ENSG00000114315,2922,927.7111,-2.77579,0,0,
201141_at,GPNMB,ENSG00000136235,669,927.9378,-2.54965,0,0,
203035_s_at,PIAS3,ENSG00000131788,2564,931.9219,-2.74404,0,0,
208012_x_at,SP110,ENSG00000135899,7521,933.7512,-2.92047,0,0,
204044_at,QPRT,ENSG00000103485,3571,934.6094,-2.68403,0,0,
213702_x_at,ASAH1,ENSG00000104763,13082,935.9238,-2.88566,0,0,
212458_at,SPRED2,ENSG00000198369,11843,940.3384,-2.63792,0,0,
39248_at,AQP3,ENSG00000165272,21928,942.4486,-3.16916,0,0,
208596_s_at,UGT1A1,ENSG00000241635,8094,944.054,-2.99717,0,0,
205206_at,KAL1,ENSG00000011201,4733,947.561,-2.80092,0,0,
201828_x_at,FAM127A,ENSG00000134590,1356,951.0686,-2.77099,0,0,
219156_at,SYNJ2BP,ENSG00000213463,18520,954.931,-3.05591,0,0,
212120_at,RHOQ,ENSG00000119729,11506,956.7885,-2.71302,0,0,
200885_at,RHOC,ENSG00000155366,413,957.8098,-2.84494,0,0,
202006_at,PTPN12,ENSG00000127947,1534,958.0182,-2.92797,0,0,
218640_s_at,PLEKHF2,ENSG00000175895,18004,958.308,-3.34383,0,0,
212614_at,ARID5B,ENSG00000150347,11999,960.1846,-3.18524,0,0,
203961_at,NEBL,ENSG00000078114,3488,961.7707,-3.08464,0,0,
209760_at,KIAA0922,ENSG00000121210,9248,966.8882,-2.72565,0,0,
202181_at,KIAA0247,ENSG00000100647,1709,970.5366,-2.93081,0,0,
208898_at,ATP6V1D,ENSG00000100554,8393,972.1032,-3.03332,0,0,
204932_at,TNFRSF11B,ENSG00000164761,4459,975.0112,-3.32096,0,0,
210859_x_at,CLN3,ENSG00000188603,10316,978.9731,-2.73606,0,0,
